account_id,customer_id,account_type,wallet_tier,account_status,opened_date,daily_limit_egp,current_balance_egp
A009560,C044501,Personal Wallet,Basic,Active,2023-02-01,10000.0,73.73
A009561,C042917,Personal Wallet,Basic,Active,2025-04-20,10000.0,551.3
A009562,C038221,Personal Wallet,Silver,Active,2022-07-28,20000.0,535.96
A009563,C014315,Personal Wallet,Basic,Active,2025-09-17,10000.0,3782.29
A009564,C027776,Personal Wallet,Gold,Active,2022-06-23,40000.0,5566.82
A009565,C039339,Personal Wallet,Basic,Active,2022-06-05,10000.0,1120.72
A009566,C016217,Personal Wallet,Basic,Active,2026-04-06,10000.0,1030.07
A009567,C022401,Personal Wallet,Basic,Active,2023-06-13,10000.0,521.61
A009568,C007765,Personal Wallet,Basic,Active,2023-02-05,10000.0,74.69
A009569,C030998,Business Wallet,Business,Active,2024-04-11,80000.0,14176.84
A009570,C017833,Business Wallet,Business,Active,2025-08-28,80000.0,9036.02
A009571,C040479,Personal Wallet,Silver,Active,2023-09-12,20000.0,854.01
A009572,C007348,Personal Wallet,Basic,Active,2025-08-28,10000.0,738.02
A009573,C030629,Personal Wallet,Basic,Active,2023-03-02,10000.0,349.4
A009574,C020359,Personal Wallet,Basic,Active,2022-02-20,10000.0,545.98
A009575,C040559,Personal Wallet,Basic,Active,2022-03-28,10000.0,1797.15
A009576,C015034,Personal Wallet,Basic,Active,2022-03-20,10000.0,1545.29
A009577,C042953,Personal Wallet,Basic,Suspended,2022-09-30,10000.0,245.5
A009578,C002214,Personal Wallet,Silver,Active,2023-09-28,20000.0,540.85
A009579,C036233,Personal Wallet,Basic,Active,2026-01-04,10000.0,612.25
A009580,C017151,Personal Wallet,Silver,Active,2024-05-09,20000.0,961.11
A009581,C000890,Personal Wallet,Gold,Active,2022-05-02,40000.0,3624.61
A009582,C012563,Personal Wallet,Basic,Active,2022-10-31,10000.0,34.05
A009583,C001259,Personal Wallet,Basic,Active,2026-06-20,10000.0,2557.92
A009584,C038006,Personal Wallet,Gold,Closed,2022-12-04,40000.0,3736.51
A009585,C012648,Personal Wallet,Gold,Active,2024-12-25,40000.0,626.43
A009586,C019671,Personal Wallet,Basic,Active,2022-01-28,10000.0,2408.23
A009587,C004760,Personal Wallet,Silver,Active,2023-11-15,20000.0,4193.69
A009588,C043304,Personal Wallet,Basic,Active,2022-06-27,10000.0,1630.65
A009589,C015273,Personal Wallet,Silver,Active,2024-02-11,20000.0,1587.72
A009590,C026630,Business Wallet,Business,Active,2024-08-24,80000.0,5042.28
A009591,C013925,Personal Wallet,Basic,Active,2022-01-22,10000.0,857.68
A009592,C035361,Personal Wallet,Silver,Active,2025-02-04,20000.0,803.0
A009593,C005020,Personal Wallet,Gold,Active,2024-09-16,40000.0,1927.52
A009594,C033042,Personal Wallet,Basic,Active,2026-06-20,10000.0,1453.97
A009595,C010773,Personal Wallet,Silver,Suspended,2025-07-21,20000.0,4247.88
A009596,C001461,Personal Wallet,Basic,Active,2023-06-29,10000.0,327.35
A009597,C027636,Business Wallet,Business,Active,2024-05-23,80000.0,5440.0
A009598,C031423,Personal Wallet,Silver,Active,2025-04-25,20000.0,923.89
A009599,C034999,Personal Wallet,Gold,Active,2023-07-15,40000.0,3496.55
A009600,C043059,Personal Wallet,Silver,Active,2025-01-06,20000.0,2946.75
A009601,C002474,Personal Wallet,Basic,Active,2024-11-14,10000.0,3254.18
A009602,C022549,Personal Wallet,Basic,Active,2022-04-16,10000.0,1013.3
A009603,C003445,Personal Wallet,Basic,Active,2023-05-05,10000.0,67.74
A009604,C008993,Personal Wallet,Basic,Active,2025-02-05,10000.0,249.35
A009605,C022776,Personal Wallet,Silver,Active,2022-12-02,20000.0,2458.51
A009606,C015660,Business Wallet,Business,Suspended,2025-02-27,80000.0,22333.87
A009607,C003407,Personal Wallet,Silver,Active,2023-07-03,20000.0,831.47
A009608,C008071,Personal Wallet,Silver,Active,2024-12-25,20000.0,1262.8
A009609,C012850,Personal Wallet,Basic,Active,2024-10-25,10000.0,1526.27
A009610,C011470,Personal Wallet,Basic,Active,2025-01-18,10000.0,229.65
A009611,C030418,Personal Wallet,Basic,Active,2022-01-26,10000.0,2984.2
A009612,C040916,Personal Wallet,Basic,Suspended,2025-01-17,10000.0,110.48
A009613,C042656,Personal Wallet,Basic,Active,2022-03-27,10000.0,2581.76
A009614,C030468,Personal Wallet,Basic,Active,2025-12-09,10000.0,103.66
A009615,C022406,Personal Wallet,Basic,Active,2025-03-31,10000.0,700.98
A009616,C041067,Personal Wallet,Silver,Active,2023-03-24,20000.0,1803.14
A009617,C004408,Personal Wallet,Basic,Active,2022-06-30,10000.0,1083.98
A009618,C003326,Personal Wallet,Gold,Active,2022-10-23,40000.0,2008.64
A009619,C025650,Personal Wallet,Basic,Suspended,2024-01-05,10000.0,535.84
A009620,C024224,Personal Wallet,Basic,Closed,2024-09-23,10000.0,3563.7
A009621,C043724,Personal Wallet,Silver,Active,2022-08-16,20000.0,1350.57
A009622,C032221,Personal Wallet,Basic,Active,2025-04-24,10000.0,1170.26
A009623,C028598,Personal Wallet,Silver,Active,2025-04-08,20000.0,125.19
A009624,C034292,Personal Wallet,Gold,Active,2024-10-13,40000.0,1828.33
A009625,C003718,Personal Wallet,Basic,Active,2024-08-18,10000.0,1304.86
A009626,C000602,Personal Wallet,Basic,Active,2023-11-05,10000.0,398.83
A009627,C029871,Personal Wallet,Gold,Active,2024-05-05,40000.0,5460.69
A009628,C030672,Personal Wallet,Silver,Active,2024-08-22,20000.0,884.45
A009629,C021575,Personal Wallet,Basic,Active,2024-08-13,10000.0,1078.46
A009630,C037264,Personal Wallet,Gold,Active,2023-09-04,40000.0,6125.88
A009631,C040972,Personal Wallet,Gold,Active,2025-08-06,40000.0,1776.85
A009632,C008997,Personal Wallet,Basic,Active,2025-02-03,10000.0,1593.49
A009633,C020522,Personal Wallet,Basic,Active,2022-04-24,10000.0,1090.51
A009634,C040497,Personal Wallet,Gold,Active,2022-09-03,40000.0,5465.49
A009635,C017384,Personal Wallet,Basic,Active,2023-10-26,10000.0,302.31
A009636,C043875,Personal Wallet,Silver,Active,2026-06-13,20000.0,3496.81
A009637,C035978,Personal Wallet,Silver,Active,2022-07-15,20000.0,1770.86
A009638,C027916,Personal Wallet,Gold,Active,2022-05-21,40000.0,6804.45
A009639,C025673,Personal Wallet,Basic,Active,2022-12-17,10000.0,584.31
A009640,C002903,Personal Wallet,Basic,Active,2022-06-18,10000.0,1330.45
A009641,C022490,Personal Wallet,Silver,Active,2025-08-12,20000.0,2083.57
A009642,C014969,Personal Wallet,Silver,Active,2022-05-30,20000.0,102.5
A009643,C014548,Personal Wallet,Basic,Active,2023-03-12,10000.0,1100.67
A009644,C002544,Personal Wallet,Silver,Active,2023-01-21,20000.0,4489.72
A009645,C009442,Personal Wallet,Gold,Active,2024-04-08,40000.0,5524.21
A009646,C030557,Personal Wallet,Basic,Active,2023-12-20,10000.0,2228.61
A009647,C008506,Personal Wallet,Silver,Suspended,2023-02-03,20000.0,880.01
A009648,C018431,Personal Wallet,Gold,Active,2022-09-13,40000.0,9073.53
A009649,C042989,Personal Wallet,Basic,Active,2025-07-16,10000.0,1420.89
A009650,C012262,Personal Wallet,Silver,Active,2024-06-09,20000.0,1792.31
A009651,C023270,Personal Wallet,Silver,Active,2023-11-04,20000.0,221.97
A009652,C043820,Personal Wallet,Basic,Active,2025-02-20,10000.0,1092.03
A009653,C012499,Personal Wallet,Basic,Active,2023-07-01,10000.0,1205.33
A009654,C037555,Personal Wallet,Silver,Active,2025-02-19,20000.0,3367.19
A009655,C000022,Personal Wallet,Silver,Suspended,2024-04-28,20000.0,232.49
A009656,C026668,Personal Wallet,Basic,Active,2026-06-20,10000.0,2576.7
A009657,C016923,Personal Wallet,Silver,Active,2024-08-07,20000.0,1367.84
A009658,C010985,Personal Wallet,Silver,Active,2025-12-09,20000.0,978.45
A009659,C022537,Personal Wallet,Basic,Active,2022-10-25,10000.0,2102.6
A009660,C019663,Personal Wallet,Silver,Active,2023-05-18,20000.0,912.41
A009661,C009331,Personal Wallet,Basic,Active,2023-11-19,10000.0,726.26
A009662,C004094,Personal Wallet,Basic,Active,2024-12-18,10000.0,1338.31
A009663,C002898,Personal Wallet,Basic,Active,2024-05-17,10000.0,811.27
A009664,C030005,Personal Wallet,Basic,Active,2024-03-21,10000.0,23.73
A009665,C001695,Personal Wallet,Basic,Active,2023-05-08,10000.0,345.52
A009666,C006040,Personal Wallet,Basic,Active,2024-06-18,10000.0,479.53
A009667,C009318,Personal Wallet,Basic,Active,2025-03-22,10000.0,1946.4
A009668,C023629,Business Wallet,Business,Active,2024-05-31,80000.0,4106.2
A009669,C032417,Personal Wallet,Silver,Suspended,2023-05-06,20000.0,1435.58
A009670,C017192,Personal Wallet,Silver,Active,2024-09-04,20000.0,1704.81
A009671,C040569,Personal Wallet,Basic,Active,2022-06-07,10000.0,133.0
A009672,C028899,Personal Wallet,Gold,Active,2022-05-02,40000.0,3466.74
A009673,C033511,Personal Wallet,Gold,Active,2023-05-19,40000.0,5423.16
A009674,C019304,Personal Wallet,Silver,Active,2023-09-17,20000.0,1669.27
A009675,C027249,Personal Wallet,Basic,Active,2023-02-09,10000.0,460.64
A009676,C001549,Personal Wallet,Basic,Active,2022-09-05,10000.0,385.0
A009677,C012828,Personal Wallet,Basic,Active,2026-06-01,10000.0,191.61
A009678,C008778,Personal Wallet,Silver,Active,2024-03-31,20000.0,709.85
A009679,C028565,Personal Wallet,Basic,Active,2023-08-06,10000.0,1783.83
A009680,C028560,Personal Wallet,Silver,Active,2023-12-05,20000.0,2348.35
A009681,C025038,Personal Wallet,Silver,Active,2022-06-04,20000.0,742.18
A009682,C015908,Personal Wallet,Basic,Active,2023-04-22,10000.0,1080.73
A009683,C034568,Personal Wallet,Silver,Active,2022-10-02,20000.0,190.14
A009684,C034042,Personal Wallet,Basic,Active,2023-10-26,10000.0,2022.71
A009685,C006198,Personal Wallet,Basic,Active,2022-10-20,10000.0,2270.89
A009686,C013634,Personal Wallet,Basic,Active,2023-12-31,10000.0,533.8
A009687,C039138,Personal Wallet,Gold,Active,2022-12-08,40000.0,1682.18
A009688,C041226,Personal Wallet,Basic,Active,2022-12-03,10000.0,3408.25
A009689,C002192,Personal Wallet,Silver,Active,2024-04-17,20000.0,863.14
A009690,C007162,Personal Wallet,Basic,Active,2025-04-01,10000.0,115.98
A009691,C002388,Personal Wallet,Silver,Active,2023-06-29,20000.0,1682.59
A009692,C023181,Personal Wallet,Basic,Active,2024-05-02,10000.0,1426.72
A009693,C040800,Personal Wallet,Gold,Active,2025-11-02,40000.0,12911.18
A009694,C015311,Personal Wallet,Silver,Active,2023-06-29,20000.0,1673.07
A009695,C037390,Personal Wallet,Basic,Active,2025-01-03,10000.0,2712.67
A009696,C003365,Personal Wallet,Silver,Active,2024-07-22,20000.0,1498.53
A009697,C039361,Personal Wallet,Basic,Suspended,2023-09-14,10000.0,702.88
A009698,C008569,Personal Wallet,Basic,Active,2024-06-29,10000.0,837.28
A009699,C039746,Personal Wallet,Basic,Active,2025-12-07,10000.0,210.49
A009700,C037447,Personal Wallet,Gold,Active,2026-01-07,40000.0,1346.82
A009701,C014069,Personal Wallet,Basic,Active,2025-03-22,10000.0,569.07
A009702,C028216,Personal Wallet,Basic,Active,2024-01-24,10000.0,598.15
A009703,C005920,Personal Wallet,Basic,Active,2024-09-18,10000.0,1612.09
A009704,C014323,Personal Wallet,Basic,Active,2026-06-03,10000.0,665.28
A009705,C036701,Personal Wallet,Silver,Active,2025-06-30,20000.0,675.89
A009706,C034298,Personal Wallet,Basic,Active,2022-07-09,10000.0,2928.88
A009707,C043583,Personal Wallet,Basic,Active,2025-05-24,10000.0,2137.81
A009708,C033739,Personal Wallet,Basic,Active,2022-08-28,10000.0,738.27
A009709,C020464,Personal Wallet,Silver,Active,2024-06-30,20000.0,947.6
A009710,C028009,Personal Wallet,Basic,Closed,2025-12-30,10000.0,358.16
A009711,C015608,Personal Wallet,Basic,Active,2022-04-18,10000.0,910.39
A009712,C027944,Personal Wallet,Basic,Active,2023-12-21,10000.0,1050.12
A009713,C018133,Personal Wallet,Basic,Active,2024-02-12,10000.0,759.49
A009714,C011378,Personal Wallet,Silver,Suspended,2023-10-24,20000.0,3512.36
A009715,C034592,Personal Wallet,Silver,Active,2024-12-20,20000.0,2789.55
A009716,C009136,Personal Wallet,Basic,Active,2022-10-30,10000.0,386.77
A009717,C010830,Personal Wallet,Basic,Active,2024-09-10,10000.0,414.2
A009718,C039213,Personal Wallet,Basic,Active,2024-11-02,10000.0,511.6
A009719,C013164,Personal Wallet,Silver,Active,2023-05-30,20000.0,961.78
A009720,C007198,Personal Wallet,Basic,Active,2024-10-03,10000.0,2371.14
A009721,C030201,Personal Wallet,Basic,Active,2025-05-02,10000.0,575.95
A009722,C029455,Personal Wallet,Basic,Active,2025-10-30,10000.0,491.95
A009723,C036281,Personal Wallet,Silver,Active,2024-07-04,20000.0,368.28
A009724,C024322,Personal Wallet,Basic,Active,2023-11-20,10000.0,2562.7
A009725,C000554,Personal Wallet,Basic,Active,2026-05-30,10000.0,265.74
A009726,C017982,Personal Wallet,Gold,Closed,2024-06-23,40000.0,6976.83
A009727,C008521,Personal Wallet,Silver,Active,2026-02-22,20000.0,2532.33
A009728,C028307,Personal Wallet,Basic,Active,2024-07-25,10000.0,227.55
A009729,C005791,Personal Wallet,Basic,Active,2023-04-22,10000.0,878.59
A009730,C044844,Personal Wallet,Basic,Active,2025-09-10,10000.0,829.47
A009731,C035156,Personal Wallet,Basic,Closed,2023-05-03,10000.0,782.31
A009732,C004080,Personal Wallet,Silver,Active,2023-05-10,20000.0,1730.62
A009733,C010467,Personal Wallet,Silver,Active,2022-10-29,20000.0,1013.34
A009734,C032912,Personal Wallet,Basic,Active,2023-11-20,10000.0,655.47
A009735,C044880,Personal Wallet,Gold,Active,2025-04-10,40000.0,3372.85
A009736,C008298,Personal Wallet,Silver,Active,2022-10-16,20000.0,3365.81
A009737,C004965,Personal Wallet,Basic,Active,2025-12-28,10000.0,96.25
A009738,C019190,Personal Wallet,Basic,Suspended,2022-09-25,10000.0,812.04
A009739,C021581,Personal Wallet,Basic,Active,2026-05-21,10000.0,890.89
A009740,C005474,Personal Wallet,Gold,Closed,2023-02-14,40000.0,8319.01
A009741,C003597,Personal Wallet,Basic,Active,2025-01-27,10000.0,885.5
A009742,C002990,Personal Wallet,Basic,Active,2024-09-05,10000.0,1612.53
A009743,C014000,Personal Wallet,Basic,Active,2024-10-06,10000.0,1122.9
A009744,C024200,Personal Wallet,Basic,Active,2024-07-01,10000.0,583.07
A009745,C042729,Personal Wallet,Basic,Active,2026-05-30,10000.0,310.44
A009746,C020609,Personal Wallet,Silver,Active,2023-01-24,20000.0,987.62
A009747,C043605,Personal Wallet,Basic,Active,2025-03-31,10000.0,1210.0
A009748,C043008,Personal Wallet,Basic,Active,2024-02-04,10000.0,956.87
A009749,C019332,Personal Wallet,Basic,Active,2022-11-25,10000.0,443.6
A009750,C000333,Personal Wallet,Basic,Active,2022-05-20,10000.0,673.53
A009751,C017508,Personal Wallet,Silver,Active,2023-12-02,20000.0,1994.2
A009752,C039764,Personal Wallet,Gold,Active,2024-01-07,40000.0,1918.87
A009753,C006200,Business Wallet,Business,Active,2023-05-06,80000.0,12131.02
A009754,C044569,Personal Wallet,Silver,Active,2025-07-12,20000.0,925.41
A009755,C025637,Personal Wallet,Basic,Active,2025-01-11,10000.0,3064.22
A009756,C032506,Personal Wallet,Silver,Suspended,2026-04-21,20000.0,1221.43
A009757,C003424,Personal Wallet,Basic,Active,2023-01-09,10000.0,90.17
A009758,C011371,Personal Wallet,Gold,Active,2023-11-25,40000.0,1913.1
A009759,C031742,Business Wallet,Business,Active,2025-05-31,80000.0,22101.39
A009760,C025902,Personal Wallet,Basic,Active,2024-09-11,10000.0,413.78
A009761,C027487,Personal Wallet,Silver,Active,2022-07-30,20000.0,948.87
A009762,C018410,Personal Wallet,Basic,Active,2024-11-22,10000.0,1549.95
A009763,C032089,Personal Wallet,Basic,Active,2023-09-17,10000.0,76.1
A009764,C029233,Personal Wallet,Gold,Active,2026-03-03,40000.0,1441.93
A009765,C039308,Personal Wallet,Gold,Active,2026-04-17,40000.0,3685.22
A009766,C028782,Personal Wallet,Basic,Active,2024-02-02,10000.0,1360.42
A009767,C018515,Personal Wallet,Silver,Suspended,2025-05-27,20000.0,2141.77
A009768,C042822,Personal Wallet,Basic,Active,2022-09-25,10000.0,709.97
A009769,C033601,Personal Wallet,Basic,Active,2026-06-20,10000.0,291.61
A009770,C034969,Personal Wallet,Basic,Active,2023-06-17,10000.0,1391.48
A009771,C003949,Personal Wallet,Basic,Active,2022-07-14,10000.0,513.38
A009772,C006819,Personal Wallet,Silver,Active,2025-06-04,20000.0,1025.05
A009773,C018932,Personal Wallet,Silver,Suspended,2023-10-28,20000.0,2237.63
A009774,C043748,Personal Wallet,Gold,Active,2022-06-18,40000.0,6000.8
A009775,C017351,Business Wallet,Business,Active,2023-11-06,80000.0,3230.87
A009776,C029608,Personal Wallet,Basic,Active,2023-02-18,10000.0,669.18
A009777,C041199,Personal Wallet,Silver,Active,2024-07-23,20000.0,1199.72
A009778,C014604,Personal Wallet,Basic,Active,2022-04-11,10000.0,496.42
A009779,C008795,Personal Wallet,Silver,Active,2023-02-01,20000.0,2037.2
A009780,C011620,Personal Wallet,Gold,Active,2025-12-17,40000.0,6710.31
A009781,C037355,Personal Wallet,Silver,Active,2022-04-27,20000.0,889.7
A009782,C012091,Personal Wallet,Basic,Suspended,2024-05-07,10000.0,463.43
A009783,C009770,Personal Wallet,Silver,Active,2025-04-15,20000.0,347.98
A009784,C007347,Personal Wallet,Basic,Active,2024-12-06,10000.0,335.04
A009785,C029314,Personal Wallet,Basic,Active,2022-10-01,10000.0,1287.84
A009786,C002093,Personal Wallet,Basic,Active,2025-01-25,10000.0,3117.65
A009787,C022715,Personal Wallet,Basic,Active,2023-09-15,10000.0,338.22
A009788,C042529,Personal Wallet,Silver,Active,2024-12-28,20000.0,249.36
A009789,C012905,Personal Wallet,Gold,Active,2025-02-16,40000.0,3722.06
A009790,C022413,Personal Wallet,Basic,Active,2025-05-31,10000.0,2598.85
A009791,C039144,Personal Wallet,Gold,Active,2023-11-05,40000.0,2137.53
A009792,C020910,Personal Wallet,Basic,Active,2024-03-26,10000.0,537.23
A009793,C037968,Personal Wallet,Silver,Active,2023-06-24,20000.0,377.54
A009794,C016071,Personal Wallet,Basic,Active,2023-06-22,10000.0,1872.05
A009795,C020345,Personal Wallet,Basic,Active,2025-02-10,10000.0,1318.68
A009796,C015123,Personal Wallet,Basic,Active,2024-02-03,10000.0,6615.93
A009797,C029263,Personal Wallet,Basic,Active,2022-08-15,10000.0,1261.83
A009798,C030483,Personal Wallet,Basic,Active,2025-05-17,10000.0,822.79
A009799,C044024,Personal Wallet,Gold,Active,2023-05-20,40000.0,641.68
A009800,C039995,Personal Wallet,Basic,Active,2024-06-30,10000.0,104.31
A009801,C039895,Personal Wallet,Basic,Active,2023-03-18,10000.0,765.49
A009802,C024181,Personal Wallet,Basic,Active,2023-05-01,10000.0,127.48
A009803,C015971,Personal Wallet,Silver,Active,2024-02-05,20000.0,765.24
A009804,C024945,Business Wallet,Business,Active,2022-06-17,80000.0,3185.67
A009805,C024825,Personal Wallet,Silver,Active,2023-12-15,20000.0,1121.94
A009806,C007740,Personal Wallet,Basic,Active,2024-07-20,10000.0,1068.66
A009807,C009772,Personal Wallet,Basic,Active,2022-08-04,10000.0,1050.1
A009808,C008754,Personal Wallet,Basic,Active,2024-12-19,10000.0,1492.84
A009809,C042423,Personal Wallet,Basic,Active,2023-09-18,10000.0,1138.05
A009810,C031126,Personal Wallet,Basic,Active,2022-09-28,10000.0,1054.32
A009811,C003516,Personal Wallet,Basic,Active,2024-11-13,10000.0,1850.89
A009812,C035602,Personal Wallet,Basic,Active,2023-08-01,10000.0,839.22
A009813,C019793,Personal Wallet,Basic,Active,2023-11-17,10000.0,675.81
A009814,C023763,Personal Wallet,Silver,Active,2026-06-20,20000.0,2385.36
A009815,C021607,Personal Wallet,Silver,Active,2023-04-07,20000.0,211.93
A009816,C007962,Personal Wallet,Basic,Active,2022-07-31,10000.0,2561.11
A009817,C020383,Personal Wallet,Silver,Active,2022-07-26,20000.0,406.6
A009818,C002056,Personal Wallet,Basic,Active,2022-06-10,10000.0,268.25
A009819,C011357,Personal Wallet,Silver,Active,2022-08-01,20000.0,992.73
A009820,C035120,Personal Wallet,Basic,Active,2025-08-24,10000.0,1095.07
A009821,C025814,Personal Wallet,Basic,Active,2025-01-14,10000.0,1028.54
A009822,C042175,Personal Wallet,Basic,Active,2024-03-26,10000.0,418.88
A009823,C008342,Personal Wallet,Basic,Active,2025-04-28,10000.0,564.08
A009824,C024876,Personal Wallet,Gold,Active,2023-12-04,40000.0,1963.93
A009825,C023689,Personal Wallet,Basic,Active,2024-04-19,10000.0,2863.32
A009826,C041541,Personal Wallet,Silver,Active,2024-03-03,20000.0,887.49
A009827,C001669,Personal Wallet,Basic,Active,2024-01-18,10000.0,229.89
A009828,C031290,Personal Wallet,Silver,Active,2024-12-15,20000.0,1616.61
A009829,C021733,Personal Wallet,Basic,Active,2024-01-22,10000.0,1650.38
A009830,C014658,Personal Wallet,Basic,Active,2025-01-14,10000.0,1323.47
A009831,C044901,Personal Wallet,Basic,Active,2026-05-18,10000.0,198.07
A009832,C035250,Personal Wallet,Basic,Active,2026-01-27,10000.0,289.75
A009833,C041530,Personal Wallet,Silver,Active,2025-05-25,20000.0,1005.1
A009834,C019471,Personal Wallet,Gold,Active,2022-06-06,40000.0,4554.6
A009835,C021124,Personal Wallet,Basic,Active,2024-07-03,10000.0,265.25
A009836,C035919,Personal Wallet,Basic,Active,2023-08-07,10000.0,451.87
A009837,C041607,Business Wallet,Business,Active,2025-02-08,80000.0,2159.0
A009838,C008198,Personal Wallet,Basic,Active,2022-11-20,10000.0,278.76
A009839,C002227,Personal Wallet,Basic,Active,2026-01-15,10000.0,1152.01
A009840,C007666,Personal Wallet,Basic,Active,2023-02-16,10000.0,1402.18
A009841,C012243,Personal Wallet,Silver,Active,2022-08-30,20000.0,1173.88
A009842,C021073,Business Wallet,Business,Active,2023-09-09,80000.0,7624.58
A009843,C016754,Personal Wallet,Silver,Active,2022-08-25,20000.0,1248.53
A009844,C044528,Business Wallet,Business,Active,2024-11-21,80000.0,9316.84
A009845,C025559,Personal Wallet,Basic,Active,2025-09-19,10000.0,126.63
A009846,C042609,Personal Wallet,Basic,Active,2023-01-01,10000.0,629.47
A009847,C030234,Personal Wallet,Basic,Active,2024-03-26,10000.0,142.52
A009848,C015647,Personal Wallet,Basic,Active,2022-12-01,10000.0,449.32
A009849,C022249,Personal Wallet,Silver,Active,2022-10-14,20000.0,1738.86
A009850,C043372,Personal Wallet,Silver,Active,2022-12-01,20000.0,1175.05
A009851,C028356,Personal Wallet,Silver,Active,2023-12-27,20000.0,1533.42
A009852,C020302,Personal Wallet,Silver,Active,2022-07-11,20000.0,334.54
A009853,C030815,Personal Wallet,Basic,Active,2022-01-21,10000.0,257.65
A009854,C007581,Personal Wallet,Gold,Active,2023-10-16,40000.0,7721.02
A009855,C032427,Personal Wallet,Silver,Active,2022-09-29,20000.0,1613.64
A009856,C004686,Personal Wallet,Gold,Active,2026-06-20,40000.0,5964.13
A009857,C013113,Personal Wallet,Silver,Active,2024-07-14,20000.0,429.92
A009858,C036999,Personal Wallet,Silver,Active,2024-09-18,20000.0,982.23
A009859,C035059,Personal Wallet,Gold,Active,2024-05-26,40000.0,5269.72
A009860,C035393,Personal Wallet,Silver,Active,2024-10-04,20000.0,384.81
A009861,C012894,Personal Wallet,Basic,Active,2023-06-17,10000.0,808.58
A009862,C039959,Personal Wallet,Silver,Active,2023-02-25,20000.0,1223.66
A009863,C025834,Personal Wallet,Gold,Active,2025-01-09,40000.0,4662.52
A009864,C018581,Personal Wallet,Silver,Active,2023-03-21,20000.0,1146.67
A009865,C015429,Personal Wallet,Basic,Active,2023-12-05,10000.0,1474.28
A009866,C028878,Personal Wallet,Basic,Active,2025-11-24,10000.0,644.29
A009867,C032599,Personal Wallet,Basic,Active,2023-11-13,10000.0,595.64
A009868,C044151,Personal Wallet,Basic,Active,2022-04-07,10000.0,922.2
A009869,C026349,Personal Wallet,Gold,Active,2026-03-10,40000.0,1167.21
A009870,C000317,Personal Wallet,Basic,Active,2023-11-25,10000.0,528.47
A009871,C001087,Personal Wallet,Basic,Active,2023-09-27,10000.0,199.98
A009872,C021422,Personal Wallet,Basic,Active,2023-10-31,10000.0,755.11
A009873,C043871,Personal Wallet,Basic,Suspended,2024-08-03,10000.0,518.0
A009874,C031974,Personal Wallet,Basic,Active,2022-05-10,10000.0,1762.3
A009875,C029990,Personal Wallet,Silver,Active,2024-02-29,20000.0,1294.0
A009876,C016548,Personal Wallet,Basic,Active,2026-05-11,10000.0,231.75
A009877,C009666,Personal Wallet,Silver,Active,2025-10-15,20000.0,3948.94
A009878,C023532,Personal Wallet,Basic,Active,2024-12-16,10000.0,871.4
A009879,C036646,Personal Wallet,Basic,Active,2023-02-26,10000.0,1919.75
A009880,C024773,Personal Wallet,Gold,Active,2022-04-25,40000.0,1756.44
A009881,C010268,Personal Wallet,Silver,Active,2022-04-07,20000.0,1225.62
A009882,C004885,Personal Wallet,Basic,Active,2026-06-20,10000.0,720.72
A009883,C012238,Personal Wallet,Basic,Active,2023-02-18,10000.0,2749.97
A009884,C012635,Personal Wallet,Silver,Active,2023-10-29,20000.0,429.02
A009885,C017566,Business Wallet,Business,Active,2024-09-15,80000.0,2014.31
A009886,C007320,Personal Wallet,Silver,Active,2024-12-05,20000.0,981.46
A009887,C029195,Personal Wallet,Basic,Active,2023-05-03,10000.0,297.88
A009888,C044201,Personal Wallet,Gold,Active,2023-08-22,40000.0,2796.35
A009889,C024681,Personal Wallet,Basic,Active,2023-02-07,10000.0,199.23
A009890,C022691,Business Wallet,Business,Active,2024-10-13,80000.0,9472.78
A009891,C042415,Personal Wallet,Silver,Active,2026-01-07,20000.0,4898.85
A009892,C004249,Personal Wallet,Gold,Active,2023-04-27,40000.0,5633.58
A009893,C038432,Personal Wallet,Silver,Active,2022-11-01,20000.0,1558.62
A009894,C000537,Personal Wallet,Silver,Active,2025-05-13,20000.0,2769.24
A009895,C017923,Personal Wallet,Basic,Active,2023-10-16,10000.0,772.46
A009896,C037781,Personal Wallet,Basic,Suspended,2024-07-24,10000.0,1507.97
A009897,C033760,Personal Wallet,Basic,Active,2022-02-02,10000.0,2326.32
A009898,C041998,Personal Wallet,Basic,Active,2023-05-01,10000.0,623.08
A009899,C027888,Personal Wallet,Basic,Active,2022-02-23,10000.0,301.15
A009900,C026806,Personal Wallet,Silver,Active,2026-01-14,20000.0,2619.46
A009901,C015651,Personal Wallet,Silver,Active,2022-10-29,20000.0,333.11
A009902,C030049,Personal Wallet,Gold,Active,2025-09-29,40000.0,6410.2
A009903,C044486,Personal Wallet,Basic,Active,2025-08-04,10000.0,44.01
A009904,C025844,Personal Wallet,Basic,Active,2024-10-06,10000.0,1438.98
A009905,C003704,Personal Wallet,Basic,Active,2023-07-16,10000.0,1722.15
A009906,C036494,Personal Wallet,Basic,Active,2026-02-12,10000.0,2238.76
A009907,C006347,Personal Wallet,Silver,Active,2022-11-08,20000.0,2817.84
A009908,C018681,Personal Wallet,Silver,Active,2025-10-14,20000.0,4612.62
A009909,C000077,Personal Wallet,Basic,Active,2022-04-03,10000.0,2186.27
A009910,C041159,Personal Wallet,Silver,Active,2025-12-04,20000.0,618.65
A009911,C038264,Personal Wallet,Silver,Active,2025-05-03,20000.0,1065.72
